Date,AAPL,FLS,GME,HRL,HSY,MSFT,SPG,SPY,TER,X
2019-06-07,46.627498626708984,49.0099983215332,5.130000114440918,41.72999954223633,137.64999389648438,129.19000244140625,164.88999938964844,285.92999267578125,45.099998474121094,13.210000038146973
2019-06-10,47.95249938964844,49.720001220703125,5.369999885559082,42.029998779296875,138.00999450683594,132.39999389648438,163.86000061035156,289.3699951171875,45.65999984741211,13.800000190734863
2019-06-11,48.71500015258789,50.08000183105469,5.53000020980835,41.45000076293945,136.74000549316406,133.8800048828125,162.10000610351562,290.989990234375,47.65999984741211,14.460000038146973
2019-06-12,48.48749923706055,49.189998626708984,5.679999828338623,41.95000076293945,137.24000549316406,131.39999389648438,163.2899932861328,288.6400146484375,46.65999984741211,13.829999923706055
2019-06-13,48.67499923706055,49.0,5.550000190734863,41.52000045776367,138.5500030517578,131.97999572753906,162.66000366210938,289.3999938964844,45.72999954223633,13.880000114440918
2019-06-14,47.88750076293945,49.2599983215332,5.699999809265137,41.810001373291016,137.9499969482422,132.25999450683594,163.9600067138672,289.260009765625,44.400001525878906,14.1899995803833
2019-06-17,48.224998474121094,48.630001068115234,5.630000114440918,41.45000076293945,138.5,132.6300048828125,163.3000030517578,289.5199890136719,44.0,13.619999885559082
2019-06-18,49.01250076293945,48.79999923706055,5.710000038146973,41.09000015258789,138.19000244140625,134.19000244140625,167.72000122070312,291.3900146484375,44.099998474121094,14.149999618530273
2019-06-19,49.91999816894531,49.95000076293945,5.75,40.91999816894531,138.10000610351562,135.0,165.74000549316406,292.54998779296875,46.15999984741211,15.069999694824219
2019-06-20,50.092498779296875,50.779998779296875,5.659999847412109,41.220001220703125,137.08999633789062,137.4499969482422,165.42999267578125,296.0400085449219,46.380001068115234,15.449999809265137
2019-06-21,49.70000076293945,51.08000183105469,5.519999980926514,41.47999954223633,137.64999389648438,136.5800018310547,164.80999755859375,294.1300048828125,45.91999816894531,14.5
2019-06-24,49.6349983215332,50.68000030517578,5.409999847412109,41.5,137.6699981689453,137.0,164.41000366210938,294.2300109863281,45.93000030517578,14.630000114440918
2019-06-25,49.60749816894531,50.470001220703125,5.340000152587891,42.06999969482422,137.66000366210938,137.25,162.3800048828125,293.70001220703125,46.439998626708984,14.520000457763672
2019-06-26,49.442501068115234,51.040000915527344,5.46999979019165,40.20000076293945,136.41000366210938,134.35000610351562,161.5,291.75,46.22999954223633,15.180000305175781
2019-06-27,50.0724983215332,51.099998474121094,5.460000038146973,40.290000915527344,133.85000610351562,134.13999938964844,159.6999969482422,291.30999755859375,46.2599983215332,15.319999694824219
2019-06-28,49.66999816894531,51.77000045776367,5.53000020980835,40.31999969482422,134.8300018310547,134.57000732421875,160.32000732421875,292.5799865722656,47.029998779296875,15.180000305175781
2019-07-01,50.79249954223633,53.5099983215332,5.53000020980835,40.72999954223633,134.69000244140625,136.6300048828125,160.67999267578125,296.67999267578125,49.400001525878906,15.600000381469727
2019-07-02,50.352500915527344,53.31999969482422,5.349999904632568,41.0,134.47000122070312,136.1199951171875,159.4199981689453,295.6099853515625,48.56999969482422,15.069999694824219
2019-07-03,50.81999969482422,53.130001068115234,5.409999847412109,41.43000030517578,136.3800048828125,136.8000030517578,162.5800018310547,297.17999267578125,47.65999984741211,14.670000076293945
2019-07-05,50.837501525878906,53.029998779296875,5.300000190734863,41.54999923706055,137.88999938964844,135.94000244140625,163.77999877929688,297.44000244140625,46.959999084472656,14.470000267028809
2019-07-08,50.20249938964844,53.81999969482422,5.5,41.52000045776367,138.05999755859375,136.39999389648438,163.0,297.010009765625,46.630001068115234,14.649999618530273
2019-07-09,49.79999923706055,52.2400016784668,5.480000019073486,41.31999969482422,138.75999450683594,136.0,163.97999572753906,295.5400085449219,46.20000076293945,13.449999809265137
2019-07-10,50.462501525878906,52.27000045776367,5.349999904632568,41.11000061035156,138.57000732421875,137.1300048828125,165.19000244140625,298.3699951171875,46.849998474121094,13.829999923706055
2019-07-11,50.82749938964844,51.41999816894531,4.980000019073486,41.400001525878906,138.50999450683594,138.1999969482422,163.7899932861328,299.32000732421875,45.88999938964844,13.460000038146973
2019-07-12,50.61249923706055,51.84000015258789,4.860000133514404,41.150001525878906,137.66000366210938,138.85000610351562,162.80999755859375,299.8500061035156,45.27000045776367,13.869999885559082
2019-07-15,51.022499084472656,52.97999954223633,4.869999885559082,41.0,137.7899932861328,139.44000244140625,162.5500030517578,301.1300048828125,46.47999954223633,14.449999809265137
2019-07-16,51.147499084472656,52.9900016784668,4.760000228881836,41.2599983215332,138.97999572753906,138.9600067138672,162.3000030517578,300.6499938964844,45.18000030517578,14.640000343322754
2019-07-17,51.01250076293945,52.869998931884766,4.630000114440918,41.29999923706055,142.94000244140625,137.6999969482422,162.67999267578125,299.75,45.459999084472656,15.130000114440918
2019-07-18,51.0,51.61000061035156,4.389999866485596,41.29999923706055,146.02999877929688,135.5500030517578,160.36000061035156,297.19000244140625,45.150001525878906,14.800000190734863
2019-07-19,51.4474983215332,51.720001220703125,4.21999979019165,41.779998779296875,147.11000061035156,140.22000122070312,159.47000122070312,300.0400085449219,46.290000915527344,14.859999656677246
2019-07-22,50.912498474121094,51.2599983215332,4.329999923706055,41.220001220703125,145.6300048828125,137.41000366210938,156.4499969482422,297.6099853515625,46.400001525878906,15.220000267028809
2019-07-23,52.1150016784668,51.77000045776367,4.150000095367432,41.439998626708984,147.41000366210938,139.75999450683594,155.52000427246094,299.1400146484375,47.150001525878906,15.5
2019-07-24,51.91749954223633,52.08000183105469,4.079999923706055,41.029998779296875,146.6199951171875,138.89999389648438,158.9199981689453,299.19000244140625,53.29999923706055,15.40999984741211
2019-07-25,52.22249984741211,52.63999938964844,4.099999904632568,40.29999923706055,142.0,140.42999267578125,158.9199981689453,300.94000244140625,57.13999938964844,15.850000381469727
2019-07-26,51.869998931884766,51.95000076293945,4.0,40.95000076293945,150.9499969482422,140.3699951171875,158.83999633789062,300.760009765625,56.2400016784668,15.3100004196167
2019-07-29,52.1150016784668,51.83000183105469,4.019999980926514,41.380001068115234,152.88999938964844,141.5,158.77999877929688,301.8800048828125,56.31999969482422,15.119999885559082
2019-07-30,52.189998626708984,50.11000061035156,4.099999904632568,41.5099983215332,151.9199981689453,140.13999938964844,159.47999572753906,299.9100036621094,56.81999969482422,15.09000015258789
2019-07-31,54.10499954223633,51.369998931884766,4.03000020980835,41.45000076293945,152.08999633789062,140.3300018310547,162.5,300.989990234375,57.349998474121094,15.710000038146973
2019-08-01,53.474998474121094,48.529998779296875,4.019999980926514,41.16999816894531,152.39999389648438,137.0,161.00999450683594,297.6000061035156,56.400001525878906,14.819999694824219
2019-08-02,51.38249969482422,45.279998779296875,3.8299999237060547,41.31999969482422,152.1199951171875,138.08999633789062,157.38999938964844,293.8500061035156,54.29999923706055,14.140000343322754
2019-08-05,49.497501373291016,44.08000183105469,3.7200000286102295,41.369998931884766,151.58999633789062,133.3000030517578,158.0,288.0899963378906,51.849998474121094,12.800000190734863
2019-08-06,49.07749938964844,44.97999954223633,3.7300000190734863,40.79999923706055,149.1199951171875,133.8000030517578,155.0500030517578,285.9100036621094,52.650001525878906,12.869999885559082
2019-08-07,48.852500915527344,44.61000061035156,3.740000009536743,40.470001220703125,150.6199951171875,133.7899932861328,153.0,284.3999938964844,50.93000030517578,12.25
2019-08-08,50.04999923706055,44.72999954223633,3.8399999141693115,40.88999938964844,152.50999450683594,136.60000610351562,153.75,289.6199951171875,51.290000915527344,12.329999923706055
2019-08-09,50.32500076293945,44.849998474121094,3.8299999237060547,41.79999923706055,154.8300018310547,138.61000061035156,154.9499969482422,292.5799865722656,51.93000030517578,12.449999809265137
2019-08-12,49.904998779296875,43.459999084472656,3.5799999237060547,41.599998474121094,155.55999755859375,137.07000732421875,154.55999755859375,289.9599914550781,51.7599983215332,11.970000267028809
2019-08-13,50.255001068115234,42.36000061035156,3.4800000190734863,41.91999816894531,155.60000610351562,136.0500030517578,153.07000732421875,287.739990234375,51.720001220703125,11.539999961853027
2019-08-14,50.790000915527344,42.40999984741211,3.390000104904175,41.65999984741211,155.0500030517578,136.36000061035156,153.9499969482422,288.07000732421875,52.25,11.609999656677246
2019-08-15,50.8650016784668,42.119998931884766,3.319999933242798,40.93000030517578,153.1199951171875,134.38999938964844,150.02000427246094,284.8800048828125,51.529998779296875,11.630000114440918
2019-08-16,51.06999969482422,42.04999923706055,3.25,41.5,155.85000610351562,134.8800048828125,148.3000030517578,286.4800109863281,52.29999923706055,11.050000190734863
2019-08-19,52.654998779296875,43.15999984741211,3.369999885559082,41.66999816894531,155.6300048828125,137.85000610351562,149.10000610351562,292.19000244140625,53.900001525878906,11.6899995803833
2019-08-20,52.720001220703125,42.52000045776367,3.3499999046325684,41.08000183105469,157.89999389648438,138.2100067138672,150.00999450683594,291.7699890136719,53.40999984741211,12.300000190734863
2019-08-21,53.247501373291016,42.439998626708984,3.5,41.09000015258789,156.89999389648438,138.5500030517578,149.02000427246094,292.4800109863281,53.7599983215332,12.420000076293945
